id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39954686,GuestReady - Hotel de Ville - Hypercentre,307453371,Juliena,,1er Arrondissement,45.76803,4.83434,Entire home/apt,71,2,91,2022-11-20,2.49,1,306,34,6938112808727
39601913,"Chic et tendance, appartement paisible et calme",118658651,Adeline,,3e Arrondissement,45.75108,4.85893,Private room,49,1,4,2022-10-02,0.11,2,267,3,
39287015,"Charmant studio sur verdure, proche centre ville",10957917,Dimitri,,9e Arrondissement,45.77421,4.79385,Entire home/apt,90,1,4,2022-12-11,0.11,1,90,2,
39606379,"VIEUX LYON, ideal pour la fête des Lumières,/SAÔNE",26195611,Aviva,,5e Arrondissement,45.76535,4.82859,Entire home/apt,180,2,6,2021-12-05,0.16,1,0,0,6938513046068
39957567,Luxurious flat in Monplaisir district in Lyon 2,151077629,Welkeys,,8e Arrondissement,45.74388,4.87059,Entire home/apt,83,2,8,2020-12-26,0.23,2,324,0,6938812801804
39294549,Nid douillet Vieux Lyon/Saint Just,48416491,Clémence,,5e Arrondissement,45.75658,4.81693,Entire home/apt,56,1,182,2022-11-27,4.74,4,353,56,0693851900425
39959780,GuestReady - Sumptuous apt near train station,402191311,GuestReady,,6e Arrondissement,45.76371,4.84883,Entire home/apt,95,2,81,2022-09-01,2.16,24,321,18,6938612801957
39615759,Chambre dans appartement cosy et moderne,12294226,Audrey,,3e Arrondissement,45.76325,4.86287,Private room,40,1,42,2022-03-23,1.12,2,0,2,
39306969,"Appartement 100m2, 3 chambres proche presqu'ile",271739635,Amélie,,3e Arrondissement,45.75901,4.84983,Entire home/apt,150,1,3,2020-01-01,0.08,1,0,0,6938312807186
39619930,Chambre - Lyon centre,14739542,Marianne,,1er Arrondissement,45.76769,4.83444,Private room,31,2,6,2022-12-05,0.16,1,37,4,
39962462,GuestReady - Nice and Clean Studio with Terrace,402191311,GuestReady,,7e Arrondissement,45.72879,4.82953,Entire home/apt,89,2,128,2022-11-25,3.46,24,318,42,6938712780649
39963376,Charmant appartement 2 pers Cordelier/ Lyon Centre,104759738,Martin,,1er Arrondissement,45.76569,4.83312,Entire home/apt,220,365,3,2019-12-15,0.08,1,0,0,
39312717,Appartement Croix Rousse,13312602,Simon,,1er Arrondissement,45.77451,4.83487,Entire home/apt,173,3,2,2022-10-28,0.05,1,6,1,8619927114256
39320725,"Plein centre, Place des Terreaux, Edouard Herriot",108441586,Gabin,,2e Arrondissement,45.76491,4.83419,Entire home/apt,112,1,206,2022-11-28,5.50,3,260,66,0693811900393
39624343,Appartement 65m2 Croix rousse idéal famille 6 pers,73004947,Xavier,,1er Arrondissement,45.77377,4.82754,Entire home/apt,160,365,0,,,1,0,0,
39330603,Appartement chaleureux - Pentes de la Croix Rousse,21488518,Alex,,1er Arrondissement,45.77182,4.82508,Entire home/apt,130,2,2,2022-07-10,0.13,1,42,1,6938113165350
39646263,Superbe t2,304656308,Rose,,6e Arrondissement,45.76834,4.85456,Entire home/apt,80,365,1,2019-12-01,0.03,1,88,0,
39978526,Appart type 2 70m² Métro Debourg Lyon 7,308229559,Benjamin,,7e Arrondissement,45.73051,4.8312,Entire home/apt,50,365,0,,,1,90,0,
39330704,Chambre au milieu d'une coloc ;),186084877,Lama,,7e Arrondissement,45.74459,4.85239,Private room,55,4,7,2022-10-08,0.20,1,89,2,
39980471,Chambre dans appartement moderne de la CroixRousse,1283237,Rémy,,4e Arrondissement,45.78288,4.82016,Private room,120,2,2,2022-12-11,0.05,1,0,1,
39981346,Spéc. Lumière Vue au-dessus des toits et Fourvière,23961272,Gabriel,,1er Arrondissement,45.76919,4.83282,Entire home/apt,200,365,0,,,1,89,0,
39652301,Appartement Lyon 7ème - Avec 2 chambres et garage,181599253,Sarah,,7e Arrondissement,45.7459,4.84445,Entire home/apt,315,1,2,2021-12-12,0.05,1,0,0,6938713108865
39333861,Appartement plein centre,47813465,Jeff,,2e Arrondissement,45.74554,4.82053,Entire home/apt,180,365,1,2019-12-08,0.03,1,0,0,
39337837,Studio 100m gare Part-Dieu/terrasse/Parking privé,54516162,Ans Del,,3e Arrondissement,45.7589,4.86533,Entire home/apt,54,2,26,2022-07-01,0.67,1,40,6,6938313149854
39660790,Appartement Lyonnais,144474518,Lorenn,,3e Arrondissement,45.75557,4.84813,Entire home/apt,72,2,32,2022-11-27,0.91,1,3,13,6938313036325
39665037,Appartement d’architecte dans LYON 1er,19035985,Simon,,1er Arrondissement,45.76883,4.83442,Entire home/apt,145,2,3,2022-11-02,0.08,1,174,1,6938113109427
39982324,Appartement confortable à 5min du centre ville,32140999,Shanna,,7e Arrondissement,45.75262,4.84769,Entire home/apt,150,365,0,,,1,0,0,
39357395,Dify Duguesclin - Quai du Rhone,8067536,Nicolas,,6e Arrondissement,45.76738,4.84849,Entire home/apt,87,1,44,2022-12-04,1.16,95,287,21,6938612752665
39982581,Spacieux T2 pour couple,207339396,Sacha,,7e Arrondissement,45.74152,4.85282,Entire home/apt,140,2,1,2019-12-08,0.03,1,178,0,6938713189930
39983476,Un air de campagne,308280512,Jean-Marc,,1er Arrondissement,45.7707,4.83538,Entire home/apt,76,365,14,2020-08-02,0.39,1,0,0,
39670942,Appartement design quai de Saône,153069042,Marine,,4e Arrondissement,45.77338,4.81239,Entire home/apt,80,2,38,2022-12-04,1.01,1,55,27,6938412949194
39370906,Chambre spacieuse dans le quartier de la Part-Dieu,8625308,Alexandre,,3e Arrondissement,45.75311,4.86442,Private room,45,1,24,2022-11-18,0.63,2,26,15,
39686807,Croix-Rousse 2 pièces cosy  proche du métro,20450306,Léa,,4e Arrondissement,45.7756,4.82859,Entire home/apt,59,365,5,2020-01-01,0.13,1,0,0,
39377421,Appartement avec garage proche centre lyon,302466186,Maud,,7e Arrondissement,45.7498,4.84758,Entire home/apt,60,2,100,2022-11-26,2.60,1,0,19,6938012841517
39687624,Studio Lumières,213124248,Maxence,,5e Arrondissement,45.766,4.82091,Entire home/apt,230,365,0,,,1,365,0,
39983886,"Coeur Montplaisir Lumière , chambre cosy au calme",64930618,Francoise,,8e Arrondissement,45.74078,4.87128,Private room,125,1,13,2022-11-25,0.35,1,0,9,
39984604,situé à 10 mn à pied de la presqu'ile,67035204,Annie,,6e Arrondissement,45.76843,4.84848,Private room,100,1,0,,,1,0,0,
39377465,"Cosy et très propre, terrasse,  prox  Métro",187934994,Thierry,,3e Arrondissement,45.74723,4.88094,Entire home/apt,59,2,131,2022-11-25,3.56,1,78,42,0693831800232
39986159,Croix Rousse : Appartement familial et chaleureux,3996914,Frida,,1er Arrondissement,45.77318,4.8299,Entire home/apt,130,365,0,,,1,0,0,
39692527,Chambre spacieuse Jean-Macé,91677774,Angelique,,7e Arrondissement,45.74709,4.84289,Private room,45,2,4,2020-01-18,0.11,1,0,0,
39694652,Appartement 5 personnes chaleureux,37821920,Antoine,,7e Arrondissement,45.74907,4.84076,Entire home/apt,150,365,1,2019-12-08,0.03,1,0,0,
39711903,Attic one bedroom flat in Old Town Lyon,305215597,Sophie,,5e Arrondissement,45.76283,4.82747,Entire home/apt,75,3,20,2022-02-14,0.53,2,0,2,6938512807033
39382500,Chambre avec vue sur Fourvière,25297094,Clara,,1er Arrondissement,45.77065,4.83388,Private room,30,2,1,2019-12-22,0.03,1,0,0,
39714375,Lyon's Cocoon,305232383,Judith,,1er Arrondissement,45.76541,4.83252,Entire home/apt,77,2,117,2022-11-27,3.10,1,355,47,6938112947101
39386288,"Fourvière, vue imprenable sur Lyon",6026739,Claire,,5e Arrondissement,45.75949,4.81827,Entire home/apt,150,2,13,2022-12-11,0.87,1,0,5,6938513051711
39986411,Studio Cosy proche centre,89945572,Ricardo,,6e Arrondissement,45.7714,4.84999,Entire home/apt,180,365,1,2019-12-08,0.03,1,0,0,
39390522,Chambre à Lyon 9,12921172,Moufid,,9e Arrondissement,45.78801,4.80799,Private room,30,1,0,,,2,0,0,
39990866,Bel appartement 3/4 personnes,78888856,Françoise,,6e Arrondissement,45.76581,4.8434,Entire home/apt,180,1,4,2022-12-11,0.27,2,179,3,6938613061283
39716299,"Belle chambre cosy, agréable et reposante",118658651,Adeline,,3e Arrondissement,45.75078,4.85936,Private room,44,1,10,2022-10-03,0.26,2,258,1,
39406454,Logement entier calme 70m2,60320998,Blandine,,7e Arrondissement,45.74894,4.85433,Entire home/apt,100,2,7,2022-12-11,0.19,1,0,4,6938712961484
39717683,❤️BELLECOUR - Idéal pour la Fête des Lumières❤️,193940132,Christine,,2e Arrondissement,45.7574,4.83711,Entire home/apt,193,3,0,,,1,0,0,6938212812757
39720886,Appartement T2 Lyon 8ème,305283579,Frédéric,,8e Arrondissement,45.73577,4.87436,Entire home/apt,50,14,20,2021-11-25,0.53,1,0,0,20210314-0007
39996579,Logement principal,20934307,Jean-Baptiste,,9e Arrondissement,45.77136,4.80377,Entire home/apt,220,365,0,,,1,0,0,
39998599,Charming appartment near subway and train station,15081039,Evelyne,,6e Arrondissement,45.76872,4.85515,Entire home/apt,45,2,3,2020-03-15,0.08,1,0,0,6938612951516
39409644,"Place Bir-Hakeim70 m² lumineux, chaleureux, balcon",302706727,Ariane,,3e Arrondissement,45.75288,4.85523,Entire home/apt,90,5,3,2020-01-19,0.08,2,0,0,6938313196869
39410998,50m2 plein Centre. Calme. 10mn de Gare Part-Dieu,228427301,Sidrine,,3e Arrondissement,45.7536,4.85703,Entire home/apt,40,3,31,2022-07-21,0.84,1,0,23,6938313105611
40002738,L' Auguste,228899731,Victor Et Alexiane,,8e Arrondissement,45.74446,4.86722,Entire home/apt,100,365,1,2019-12-08,0.03,1,0,0,
40002837,"Calme, lumineux à 2 arrêts de l'hypercentre",17159600,Thibault,,9e Arrondissement,45.76746,4.80304,Entire home/apt,100,1,0,,,1,355,0,6938913291131
40004194,"Lovely duplex in the heart of ""la croix rousse""",21916015,Sara & Philippe,,4e Arrondissement,45.77499,4.82736,Entire home/apt,66,2,43,2021-06-23,1.15,1,0,0,6938412787957
39722489,Appartement moderne Lyon 7,30788818,Abdoulaye,,7e Arrondissement,45.7336,4.83713,Entire home/apt,75,365,1,2019-12-08,0.03,1,0,0,
39722691,Sunny  room for LADIES only (Pour femme just),305306610,Sabah,,7e Arrondissement,45.7446,4.84828,Private room,26,2,69,2022-11-16,1.86,1,0,24,
39724833,T3 centre-ville (80m2) vue sur Fourvière,54493520,Alexis,,3e Arrondissement,45.75699,4.84014,Entire home/apt,123,365,0,,,2,0,0,
39738342,"Studio en plein centre de Lyon, 1er arrondissement",55888258,Léna,,1er Arrondissement,45.76792,4.8292,Entire home/apt,65,365,5,2020-03-27,0.14,1,0,0,
39414223,"Chambre dans70m² avec grande pièce à vivre, balcon",302706727,Ariane,,3e Arrondissement,45.75326,4.85664,Private room,30,1,2,2020-02-28,0.05,2,0,0,
39415726,"Charming flat at Croix-Rousse, calm and lightful",233670114,Cyril,,1er Arrondissement,45.76968,4.83331,Entire home/apt,110,1,3,2022-07-10,0.08,1,0,1,6938113029946
39740102,Le Saint Georges - Au Coeur du Vieux Lyon !,53329828,Manon,,5e Arrondissement,45.75466,4.82197,Entire home/apt,66,2,244,2022-12-06,6.43,1,317,83,0693851900205
39747983,Appartement chaleureux et lumineux,26907050,Joy,,7e Arrondissement,45.75181,4.83788,Entire home/apt,60,365,2,2020-03-01,0.05,1,0,0,
40004310,Bel appartement Part Dieu (protocole covid actif),308497088,Corinne,,6e Arrondissement,45.77029,4.8619,Entire home/apt,98,2,20,2020-07-30,0.54,1,0,0,
39418975,Chambre double sympa en coloc à Saxe :),78146566,Lola,,7e Arrondissement,45.752243,4.849377,Private room,25,2,13,2021-09-12,0.34,1,0,0,
40004783,Place BELLECOUR grand T1 bis de 45 m2.,79419775,Raphael,,2e Arrondissement,45.75857,4.82904,Entire home/apt,150,365,0,,,1,0,0,
39748683,Loft 50m2 - Quartier Prefecture - Lyon 3,29269406,Aurore & Livier,,3e Arrondissement,45.76106,4.8445,Entire home/apt,150,365,0,,,1,0,0,
39767754,Maisonnette en plein cœur du vieux Lyon,49002724,Lou,,5e Arrondissement,45.75737,4.82413,Entire home/apt,185,365,1,2019-12-08,0.03,1,0,0,
39419604,"studio péniche, LA TIMONERIE, côté  LYON PERRACHE",11195394,Yves,,2e Arrondissement,45.749778747558594,4.820743083953857,Entire home/apt,150,1,13,2022-10-02,0.44,3,319,6,6938212475633
39770680,Petit appartement au coeur de Lyon,7408247,Maëlle,,1er Arrondissement,45.76986,4.82958,Entire home/apt,100,365,1,2019-11-10,0.03,1,0,0,
40007102,Perfect location for the festival of lights!,75856806,Marion,,6e Arrondissement,45.76531,4.85129,Entire home/apt,150,365,1,2019-12-08,0.03,1,89,0,
40007156,Cosy et lumineux 56m2 proche Part Dieu et Centre,198422008,Ingrid,,6e Arrondissement,45.76373,4.84873,Entire home/apt,100,365,0,,,1,0,0,
39427983,L'Elégante - Splendid haussmannian apartement,10758726,Claire,,2e Arrondissement,45.755,4.83097,Entire home/apt,544,3,0,,,8,58,0,6938212836612
40021544,Appartement proche gare Part Dieu,80428827,Tecu,,3e Arrondissement,45.75255,4.85699,Entire home/apt,90,365,0,,,1,0,0,
39789371,"Appartement cosy, lumineux & central - Lyon 7ème",4042346,Cécile,,7e Arrondissement,45.74781,4.8399,Entire home/apt,170,2,3,2021-12-12,0.08,1,0,0,6938712811432
39434162,Appartement ENTIER Cosy près de la place Jean Macé,196899310,Paul,,7e Arrondissement,45.74149,4.85233,Entire home/apt,180,365,0,,,1,0,0,
39792347,Appartement de charme avec Balcon à LYON,7751145,Ivan,,3e Arrondissement,45.76313,4.84082,Entire home/apt,150,2,6,2022-05-15,0.43,1,0,2,6938312940414
39792511,❤️coeur de Lyon vers Bellecour + balcon  vue Rhône,38684766,Romain,,3e Arrondissement,45.75799,4.84232,Entire home/apt,64,1,342,2022-11-27,9.29,2,297,119,6938312832427
40025361,Superb apartment with GARDEN in the heart of Lyon,52239976,Agathe,,7e Arrondissement,45.74795,4.84569,Entire home/apt,110,1,68,2022-12-04,2.23,1,54,25,6938713018102
39434176,Chambre et sdb privées dans appartement familial,33446261,Anne,,6e Arrondissement,45.77583,4.84269,Private room,45,1,10,2021-03-26,0.26,1,0,0,
39795960,Le Boeuf,4469480,Louis,,5e Arrondissement,45.7547,4.81726,Entire home/apt,80,4,18,2022-11-01,0.49,6,57,6,0693842000001
39440679,appartement à 200m de la gare Perrache,62811569,Cedric,,2e Arrondissement,45.74593,4.82252,Entire home/apt,163,1,38,2022-09-11,1.07,3,5,10,6938212703186
39798050,Cosy home downtown Place bellecour ☆☆☆☆,54096848,Arnaud,,2e Arrondissement,45.75704,4.8299,Entire home/apt,64,2,165,2022-11-28,4.39,1,7,55,6938212808007
40025372,Appartement Cosy  Lyon - Confluence,308698128,Sophiane,,7e Arrondissement,45.73292,4.82689,Entire home/apt,169,365,1,2019-12-08,0.03,1,0,0,
40148602,chambre privée le Berthelo,170974249,Isabelle,,7e Arrondissement,45.74756,4.8386,Private room,49,1,15,2022-12-11,0.40,2,317,9,
40029143,"Aux Lyonnais, T2 sur cour, coeur Vieux Lyon",13186151,Deborah Et David,,5e Arrondissement,45.76703,4.82505,Entire home/apt,62,2,193,2022-12-08,5.16,2,245,64,6938512911159
39798781,GuestReady - Stunning 2BR Flat near the City Centr,305688361,GuestReady,,3e Arrondissement,45.75696,4.86782,Entire home/apt,77,2,75,2022-12-04,2.00,1,290,19,6938312810948
40149537,"Appartement 6P (Lyon 7, parking, 10m de Bellecour)",208788594,Valentin,,7e Arrondissement,45.74838,4.84501,Entire home/apt,240,365,1,2019-12-08,0.03,1,0,0,
39814193,Appartement Cosy    Idéal fête des lumières,286082085,Pascal,,7e Arrondissement,45.74892,4.85702,Private room,100,2,1,2019-12-08,0.03,1,0,0,
39826611,{Appartement Cocoon Lyon / Parking Gratuit},84851094,Sarah,,9e Arrondissement,45.77018,4.79632,Entire home/apt,80,365,1,2019-11-05,0.03,2,0,0,
39826682,Canut - Croix Rousse,14961806,Emmanuelle,,4e Arrondissement,45.774128,4.825644,Entire home/apt,150,1,21,2021-11-14,0.56,1,0,0,Exempt - hotel-type listing
39828406,GuestReady - Family/Modern Flat with Netflix -15 m,402191311,GuestReady,,1er Arrondissement,45.76847,4.81608,Entire home/apt,100,2,116,2022-09-04,3.06,24,278,24,6938112818427
40029524,Appartement de caractère à Lyon,22852297,Benoit,,6e Arrondissement,45.76557,4.84533,Entire home/apt,75,365,1,2019-12-30,0.03,1,56,0,
40149817,Appartement Haussmanien + 1 parking souterrain,24672526,Lauriane,,3e Arrondissement,45.75269,4.85527,Entire home/apt,125,365,0,,,1,0,0,
39832140,Appartement cosy et lumineux au coeur de Lyon,234113827,Caroline,,3e Arrondissement,45.75238,4.86588,Entire home/apt,150,365,0,,,1,0,0,
39832683,Appartement cosy avec vue sur la Saône,67869022,Léo,,5e Arrondissement,45.76547,4.81687,Entire home/apt,60,2,44,2022-05-08,1.16,1,0,8,6938912831370
40149874,Patio apartment 54 m2 in old town Lyon,33743264,Pascale,,5e Arrondissement,45.75633,4.82349,Entire home/apt,158,2,51,2022-12-04,1.39,1,328,38,6938512814060
39838979,Belle Maison de ville Lyon 3 - Montchat - 6 pers.,369826491,WeHost,,3e Arrondissement,45.754128,4.878815,Entire home/apt,135,3,25,2022-12-05,2.70,73,171,25,6938313233491
39839088,Cosy room au coeur de Lyon,33999339,Toine,,8e Arrondissement,45.73881,4.86537,Private room,34,1,77,2022-12-07,2.08,2,323,48,20190222-0252
40031996,Appartement T2 ancien rénové situé place Guichard,62810374,Ophélie,,3e Arrondissement,45.75759,4.849,Entire home/apt,60,365,1,2019-12-08,0.03,1,0,0,
40034390,[120m2] situé a 10min à pied de Bellecour,48425138,Lukas,,3e Arrondissement,45.75853,4.84759,Entire home/apt,250,365,0,,,1,0,0,
40150307,Grand appartement haussmannien proche Terreaux,22472595,Adrien,,1er Arrondissement,45.76578,4.83536,Entire home/apt,350,365,0,,,1,0,0,
40152842,Appartement lumineux et calme à Monplaisir!,48937669,Marie,,3e Arrondissement,45.74951,4.87296,Entire home/apt,100,365,1,2019-12-08,0.03,1,0,0,
40035324,Les pentes au Coeur (The heart of the city),62474346,Pascal,,1er Arrondissement,45.77078,4.83273,Entire home/apt,41,365,4,2020-02-16,0.11,1,0,0,
40153741,Mignon appartement au coeur de Saxe-Gambetta,156345796,Eve,,7e Arrondissement,45.75226,4.84355,Entire home/apt,69,365,0,,,1,0,0,
40046782,Sweet Home en plein cœur du vieux Lyon,28433773,Sophie,,5e Arrondissement,45.76422,4.8263,Entire home/apt,250,365,0,,,1,0,0,
40052164,"Appartement spacieux, localisation idéale !",308909433,Bastiouny,,7e Arrondissement,45.75028,4.84816,Entire home/apt,250,365,0,,,1,0,0,
39840365,"Appartement lumineux Part-Dieu, Balcon et parking",227481467,Céline,,3e Arrondissement,45.75403,4.85772,Entire home/apt,399,365,0,,,1,0,0,
39840407,Appartement entier | 3 chambres | Part Dieu,13856969,Alana,,3e Arrondissement,45.75898,4.85378,Entire home/apt,300,1,1,2022-07-09,0.19,4,0,1,6938313179449
40155195,Chambre privée dans bel appartement lyonnais,67579317,Marine,,2e Arrondissement,45.76313,4.83354,Private room,80,2,1,2019-12-09,0.03,1,0,0,
39840677,Canut avec grande terrasse au coeur des pentes,21492383,Fanny,,1er Arrondissement,45.77232,4.83376,Entire home/apt,380,365,1,2019-12-08,0.03,1,173,0,
39853934,Beau studio de 42 m2 proximité hypercentre,207330138,Thomas,,9e Arrondissement,45.77572,4.80516,Entire home/apt,150,365,1,2019-12-08,0.03,1,173,0,
40164931,Cosy Appartment Lyon Perrache,49358529,Lalie,,2e Arrondissement,45.7443,4.82399,Entire home/apt,120,365,5,2020-12-27,0.13,1,83,0,
39854586,Le charme de l'ancien en bord de Saône,262825614,Elisabeth,,5e Arrondissement,45.76609,4.82565,Entire home/apt,250,2,1,2019-12-08,0.03,1,0,0,6938513029440
40057691,Appartement lumineux au coeur de Lyon 1er,308960822,Martha,,1er Arrondissement,45.76609,4.83558,Entire home/apt,190,365,0,,,1,0,0,
40165092,Appartement cosy Lyon 5e,24065224,Gaëlle,,5e Arrondissement,45.75838,4.79093,Entire home/apt,100,2,24,2022-12-11,0.65,1,41,12,6938513156035
40165618,Cosy appatement 52m² dans quartier calme,46474753,Laurent,,7e Arrondissement,45.73806,4.82814,Entire home/apt,60,2,4,2021-07-25,0.11,2,0,0,6938712881114
40059137,"La presqu'ile de Lyon, animée et accueillante.",23073853,Monique,,2e Arrondissement,45.75151,4.83151,Private room,77,1,16,2022-10-09,0.43,1,88,10,6938212809292
40060650,Appartement 50m2 (très proche Gare Lyon PART-DIEU),21884184,Bertrand,,3e Arrondissement,45.76023,4.87294,Entire home/apt,30,365,0,,,1,0,0,
39855348,Superbe appartement refait à neuf au pied du métro,58287946,Laurent,,7e Arrondissement,45.72845,4.83132,Entire home/apt,120,2,1,2019-12-08,0.03,1,0,0,1234567890123
39863356,Appartement de charme style Canut avec mezzanine,304323921,Thomas,,1er Arrondissement,45.76981,4.82916,Entire home/apt,60,2,44,2021-11-14,1.17,1,0,0,6938113047465
39864668,Charmant appartement hyper centre,48346011,Nina,,7e Arrondissement,45.75499,4.8426,Entire home/apt,45,365,4,2019-12-08,0.11,1,0,0,
39865848,"Vue imprenable, au calme et au coeur de la ville !",159754046,Florence,,1er Arrondissement,45.77177,4.82783,Entire home/apt,220,2,4,2022-06-26,0.50,1,0,4,1378692613786
39866596,Appartement cosy sur les pentes de la Croix-rousse,76907456,Clara,,1er Arrondissement,45.76908,4.83325,Entire home/apt,150,365,1,2019-11-08,0.03,1,0,0,
40166561,Charmant appartement Lyon Saxe fête des lumières,310123931,Kacylia,,7e Arrondissement,45.75314,4.84517,Private room,172,1,1,2019-12-08,0.03,1,0,0,
39866720,Appartement chaleureux au calme  Lyon-Lumière,92618172,Mireille,,8e Arrondissement,45.74452,4.86162,Entire home/apt,110,2,15,2022-12-11,0.49,1,0,10,6938812932753
40061670,Appartement central et cosy,309020855,Caroline Et Thomas,,3e Arrondissement,45.76349,4.84985,Entire home/apt,170,2,1,2022-12-11,1,1,116,1,6938613372772
40167058,Belle chambre privee au coeur de Lyon,310111471,Lionel,,1er Arrondissement,45.76759,4.8297,Private room,90,1,0,,,1,0,0,
40072623,Chambre privée au centre de Lyon,13199980,Angélique,,7e Arrondissement,45.74502,4.84759,Private room,25,1,20,2020-03-16,0.54,1,0,0,LYO-6938712858942
39868574,appartement au centre de lyon ideal pour lumieres,10759054,Christophe,,1er Arrondissement,45.77162,4.83199,Entire home/apt,130,2,5,2022-12-11,0.14,1,10,2,6938113001539
39876196,Idéal fêtes des lumières,243329989,Lea,,7e Arrondissement,45.74814,4.84571,Entire home/apt,180,365,0,,,1,0,0,
40169040,Grand appartement au coeur du Vieux Lyon,30774308,Valentin,,5e Arrondissement,45.76386,4.82959,Entire home/apt,200,365,0,,,1,0,0,
39879379,Appartement pratique et confortable - Centre-ville,307107646,Robin,,3e Arrondissement,45.76085,4.84199,Entire home/apt,79,2,9,2020-03-15,0.24,1,0,0,6938312845986
39879992,Chambre lumineuse avec balcon au centre ville,297578215,Emna,,3e Arrondissement,45.75447,4.8509,Private room,34,1,36,2020-06-21,0.95,1,0,0,
40073737,Sunny and cosy studio close to Part-Dieu district,151077629,Welkeys,,6e Arrondissement,45.76563,4.85081,Entire home/apt,48,2,14,2022-11-21,0.38,2,300,8,6938612818783
40170460,Charmant appartement en centre ville de Lyon,98480069,Marie,,7e Arrondissement,45.74965,4.83475,Entire home/apt,40,365,1,2020-01-02,0.03,1,0,0,
40075756,Comfort Parc de la tête d’Or,159073802,Snow,,6e Arrondissement,45.76906,4.85024,Private room,35,20,9,2022-10-30,0.24,1,0,4,
40077969,Fêtes des Lumieres,37872267,Alexis,,6e Arrondissement,45.76476,4.85589,Entire home/apt,120,365,0,,,1,0,0,
40078278,Appartement cosy proche centre ville,18058641,Jean-Julien,,9e Arrondissement,45.77129,4.80047,Entire home/apt,130,365,2,2019-12-15,0.05,1,0,0,
39881142,Appartement au coeur de la Croix-Rousse,1055057,Marta & Mathias,,4e Arrondissement,45.77842,4.83481,Entire home/apt,120,5,8,2022-08-19,0.22,1,52,4,6938613080782
40333592,Appartement d'architecte au coeur Croix-Rousse,41566725,Robin,,4e Arrondissement,45.77619171142578,4.832843780517578,Entire home/apt,160,2,6,2022-12-04,0.27,1,6,3,6938412858431
40333947,Chambre cœur centre-ville avec vue sur Fourvière,9792057,Geoffray,,1er Arrondissement,45.76848,4.83697,Private room,160,1,0,,,2,0,0,
40171509,Appartement place des TERREAUX,272219137,Layla,,1er Arrondissement,45.76692,4.83112,Entire home/apt,278,365,0,,,1,0,0,
40335321,Nid Douillet Chic Hyper Centre,168526277,Brice,,3e Arrondissement,45.7567,4.84952,Entire home/apt,96,2,35,2022-10-31,0.94,105,0,7,0693832000181
40337731,APPART RECENT LYON 7 + GARAGE,187953007,Roland,,7e Arrondissement,45.743,4.8364,Entire home/apt,50,365,1,2019-12-07,0.03,1,0,0,
40082963,Haussmannien et neuf ! :),10432158,Viktoria,,2e Arrondissement,45.75315,4.82564,Entire home/apt,257,1,5,2022-12-10,0.14,1,59,2,6938213424550
40172160,Appartement Lyon Centre,310178290,Hussen YOUSUF,,2e Arrondissement,45.75339,4.82611,Entire home/apt,100,365,0,,,1,89,0,
40085386,Petit appartement Croix Roussien,17825135,Jeanne,,4e Arrondissement,45.78189,4.83598,Entire home/apt,63,2,167,2022-12-10,4.54,1,25,57,6938412986808
40338526,CHAMBRE A LOUER,34275775,Arlette,,5e Arrondissement,45.76152,4.79617,Private room,33,2,10,2022-11-10,0.38,2,86,5,
40339295,Appartement chaleureux au centre de Lyon - 95m2,9365069,Clara,,7e Arrondissement,45.75397,4.84323,Entire home/apt,155,365,1,2020-01-01,0.03,1,88,0,D-20191125-0154
40172319,"Appartement Lyon 7, joli et lumineux",14832673,Charlene,,7e Arrondissement,45.73741,4.82785,Entire home/apt,139,2,6,2022-12-11,0.40,1,158,2,2345678901237
40087904,PRESQU'ILE LYON Grand appartement très bien situé,303866408,Benoit,,2e Arrondissement,45.76248,4.83368,Entire home/apt,200,365,0,,,1,90,0,
40172840,Studio proche d'Hôtel de Ville,270749775,Marie,,1er Arrondissement,45.76903,4.83206,Entire home/apt,15,365,1,2020-02-28,0.03,1,0,0,
40339418,Loft zen- Vue imprenable! Idéal Fête  des Lumières,27728360,Sami,,2e Arrondissement,45.75863,4.83305,Entire home/apt,95,365,0,,,1,0,0,
40339980,Magnifique appartement type canut à Croix-Rousse,125713256,Océane,,1er Arrondissement,45.77366,4.83356,Entire home/apt,200,365,0,,,2,0,0,
40173372,Bel Appartement au coeur de la Croix Rousse,310189288,Pierre,,4e Arrondissement,45.77761,4.83524,Entire home/apt,180,365,1,2019-12-08,0.03,1,0,0,
40340322,Chambre privée - Coeur Presqu'île,104126905,Margot,,2e Arrondissement,45.76228,4.83662,Private room,130,1,0,,,1,0,0,
40341154,Appartement cosy à 6 min de Bellecour,227591297,Thomas,,7e Arrondissement,45.75,4.8544,Entire home/apt,70,365,2,2020-01-02,0.05,1,0,0,
40089921,PROXIMITE GARE PART DIEU VUE SUR PARC,150729247,Jmarc,,3e Arrondissement,45.75171,4.8673,Entire home/apt,80,3,23,2022-12-11,0.63,1,158,13,6938313007027
40174766,"Fêtes des lumières, chambre privé très cosy",310202102,Renaud,,7e Arrondissement,45.74594,4.84554,Private room,70,2,0,,,1,0,0,
40175463,HYPER CENTRE Studio 2 personnes,37587142,Yoann,,2e Arrondissement,45.75505,4.83031,Entire home/apt,100,365,0,,,1,0,0,
